item_name,category,image_url,price_twd,calories_kcal,protein_g,fat_g,saturated_fat_g,trans_fat_g,carb_g,sodium_mg,nutrition_json,detail_url,source_page,crawled_at
焦糖奶茶(冰),McCafé®,https://s7d1.scene7.com/is/image/mcdonalds/832x822_別具滋味產品圖_焦糖奶茶冰n1:nutrition-calculator-tile,,156.53,2.2,2.0,1.3,0.0,32.0,,"{""calories_kcal"": 156.53, ""protein_g"": 2.2, ""fat_g"": 2.0, ""saturated_fat_g"": 1.3, ""trans_fat_g"": 0.0, ""carb_g"": 32.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/caramel-milk-tea-iced.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T17:51:04.454461+00:00
吉事漢堡,點心,https://s7d1.scene7.com/is/image/mcdonalds/cheese-burger_832x822:nutrition-calculator-tile,,325.0,16.0,14.0,6.9,0.4,34.0,,"{""calories_kcal"": 325.0, ""protein_g"": 16.0, ""fat_g"": 14.0, ""saturated_fat_g"": 6.9, ""trans_fat_g"": 0.4, ""carb_g"": 34.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/cheese-burger.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T17:51:04.454474+00:00
吉事漢堡+紅茶(熱),1+1星級點,https://s7d1.scene7.com/is/image/mcdonalds/832x822_BA_1129_02_吉事漢堡_紅茶(熱):nutrition-calculator-tile,,,,,,,,,"{""calories_kcal"": null, ""protein_g"": null, ""fat_g"": null, ""saturated_fat_g"": null, ""trans_fat_g"": null, ""carb_g"": null, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/meal/cheese-burger-and-hot-black-tea.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T17:51:04.454485+00:00
原味麥脆鷄腿(2塊),點心,https://s7d1.scene7.com/is/image/mcdonalds/832x822_原味麥脆鷄腿2pc2023:nutrition-calculator-tile,,699.81,43.0,46.0,13.0,0.0,28.0,,"{""calories_kcal"": 699.81, ""protein_g"": 43.0, ""fat_g"": 46.0, ""saturated_fat_g"": 13.0, ""trans_fat_g"": 0.0, ""carb_g"": 28.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/chicken-mccrispy-2-pieces.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T17:51:04.454497+00:00
原味麥脆鷄腿(棒腿),點心,https://s7d1.scene7.com/is/image/mcdonalds/chicken-mccrispy-drumstick-1-pieces-0321:nutrition-calculator-tile,,275.09,18.0,17.0,4.9,0.0,11.0,,"{""calories_kcal"": 275.09, ""protein_g"": 18.0, ""fat_g"": 17.0, ""saturated_fat_g"": 4.9, ""trans_fat_g"": 0.0, ""carb_g"": 11.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/chicken-mccrispy-drumstick-1-pieces.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T17:51:04.454510+00:00
麥脆鷄腿分享盒(6塊),麥當勞分享盒,https://s7d1.scene7.com/is/image/mcdonalds/chicken-mccrispy-sharing-box-6-pieces_832x822:nutrition-calculator-tile,,,,,,,,,"{""calories_kcal"": null, ""protein_g"": null, ""fat_g"": null, ""saturated_fat_g"": null, ""trans_fat_g"": null, ""carb_g"": null, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/meal/chicken-mccrispy-sharing-box-6-pieces.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T17:51:04.454521+00:00
勁脆配餐：麥脆鷄腿一塊(棒腿或大腿)+$38冷/熱飲,超值全餐配餐,https://s7d1.scene7.com/is/image/mcdonalds/832x822_BA_chicken-mccrispy-side-order:nutrition-calculator-tile,,,,,,,,,"{""calories_kcal"": null, ""protein_g"": null, ""fat_g"": null, ""saturated_fat_g"": null, ""trans_fat_g"": null, ""carb_g"": null, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/meal/chicken-mccrispy-side-order.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T17:51:04.454532+00:00
原味麥脆鷄腿(大腿),點心,https://s7d1.scene7.com/is/image/mcdonalds/1220原味大腿832x822_1:nutrition-calculator-tile,,424.73,25.0,29.0,7.9,0.0,16.0,,"{""calories_kcal"": 424.73, ""protein_g"": 25.0, ""fat_g"": 29.0, ""saturated_fat_g"": 7.9, ""trans_fat_g"": 0.0, ""carb_g"": 16.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/chicken-mccrispy-thigh-1-pieces.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T17:51:04.454544+00:00
原味麥脆鷄腿(1塊)+雪碧(小)​,1+1星級點,https://s7d1.scene7.com/is/image/mcdonalds/原味麥脆鷄腿(1塊)_雪碧(小)_832x822:nutrition-calculator-tile,,,,,,,,,"{""calories_kcal"": null, ""protein_g"": null, ""fat_g"": null, ""saturated_fat_g"": null, ""trans_fat_g"": null, ""carb_g"": null, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/meal/chicken-mccrispy-thigh-1-pieces-and-sprite.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T17:51:04.454554+00:00
麥克鷄塊®(10塊),點心,https://s7d1.scene7.com/is/image/mcdonalds/chicken-mcnuggets-10-pieces_832x822:nutrition-calculator-tile,,435.71,26.0,26.0,4.8,0.0,24.0,,"{""calories_kcal"": 435.71, ""protein_g"": 26.0, ""fat_g"": 26.0, ""saturated_fat_g"": 4.8, ""trans_fat_g"": 0.0, ""carb_g"": 24.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/chicken-mcnuggets-10-pieces.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T17:51:04.454567+00:00
麥克鷄塊®(10塊),早餐,https://s7d1.scene7.com/is/image/mcdonalds/早餐十塊麥克鷄塊1206:nutrition-calculator-tile,,435.71,26.0,26.0,4.8,0.0,24.0,,"{""calories_kcal"": 435.71, ""protein_g"": 26.0, ""fat_g"": 26.0, ""saturated_fat_g"": 4.8, ""trans_fat_g"": 0.0, ""carb_g"": 24.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/chicken-mcnuggets-10-pieces-breakfast.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T17:51:04.454579+00:00
麥克鷄塊®(4塊),點心,https://s7d1.scene7.com/is/image/mcdonalds/chicken-mcnuggets-4-pieces_832x822:nutrition-calculator-tile,,174.28,10.0,11.0,1.9,0.0,9.7,,"{""calories_kcal"": 174.28, ""protein_g"": 10.0, ""fat_g"": 11.0, ""saturated_fat_g"": 1.9, ""trans_fat_g"": 0.0, ""carb_g"": 9.7, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/chicken-mcnuggets-4-pieces.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T17:51:04.454592+00:00
麥克鷄塊®(4塊)+無糖綠茶(冰)(小),1+1星級點,https://s7d1.scene7.com/is/image/mcdonalds/832x822_1-1:nutrition-calculator-tile,,,,,,,,,"{""calories_kcal"": null, ""protein_g"": null, ""fat_g"": null, ""saturated_fat_g"": null, ""trans_fat_g"": null, ""carb_g"": null, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/meal/chicken-mcnuggets-4-pieces-and-iced-green-tea-sugar-free.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T17:51:04.454603+00:00
四塊麥克鷄塊Happy Meal®,Happy Meal®,https://s7d1.scene7.com/is/image/mcdonalds/1024四塊麥克鷄塊餐組happymeal:nutrition-calculator-tile,,,,,,,,,"{""calories_kcal"": null, ""protein_g"": null, ""fat_g"": null, ""saturated_fat_g"": null, ""trans_fat_g"": null, ""carb_g"": null, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/meal/chicken-mcnuggets-4-pieces-happy-meal.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T17:51:04.454613+00:00
麥克鷄塊®(6塊),點心,https://s7d1.scene7.com/is/image/mcdonalds/chicken-mcnuggets-6-pieces_832x822:nutrition-calculator-tile,,261.43,16.0,16.0,2.9,0.0,14.0,,"{""calories_kcal"": 261.43, ""protein_g"": 16.0, ""fat_g"": 16.0, ""saturated_fat_g"": 2.9, ""trans_fat_g"": 0.0, ""carb_g"": 14.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/chicken-mcnuggets-6-pieces.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T17:51:04.454626+00:00
麥克鷄塊®(6塊)+可樂(小),1+1星級點,https://s7d1.scene7.com/is/image/mcdonalds/832x822_BA_1129_12_六塊麥克鷄塊_可樂(小)-:nutrition-calculator-tile,,,,,,,,,"{""calories_kcal"": null, ""protein_g"": null, ""fat_g"": null, ""saturated_fat_g"": null, ""trans_fat_g"": null, ""carb_g"": null, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/meal/chicken-mcnuggets-6-pieces-and-coke.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T17:51:04.454637+00:00
麥克鷄塊®(6塊),早餐,https://s7d1.scene7.com/is/image/mcdonalds/早餐六塊麥克鷄塊1206:nutrition-calculator-tile,,261.43,16.0,16.0,2.9,0.0,14.0,,"{""calories_kcal"": 261.43, ""protein_g"": 16.0, ""fat_g"": 16.0, ""saturated_fat_g"": 2.9, ""trans_fat_g"": 0.0, ""carb_g"": 14.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/chicken-mcnuggets-6-pieces-breakfast.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T17:51:04.454649+00:00
鷄塊鷄腿分享盒,麥當勞分享盒,https://s7d1.scene7.com/is/image/mcdonalds/chicken-mcnuggets-n-mccrispy-sharing-box_832x822:nutrition-calculator-tile,,,,,,,,,"{""calories_kcal"": null, ""protein_g"": null, ""fat_g"": null, ""saturated_fat_g"": null, ""trans_fat_g"": null, ""carb_g"": null, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/meal/chicken-mcnuggets-n-mccrispy-sharing-box.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T17:51:04.454659+00:00
麥克鷄塊分享盒(20塊),麥當勞分享盒,https://s7d1.scene7.com/is/image/mcdonalds/chicken-mcnuggets-sharing-box_832x822:nutrition-calculator-tile,,,,,,,,,"{""calories_kcal"": null, ""protein_g"": null, ""fat_g"": null, ""saturated_fat_g"": null, ""trans_fat_g"": null, ""carb_g"": null, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/meal/chicken-mcnuggets-sharing-box.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T17:51:04.454672+00:00
麥克鷄塊分享盒(30塊),麥當勞分享盒,https://s7d1.scene7.com/is/image/mcdonalds/chicken-mcnuggets-sharing-box-6-pieces_832x822:nutrition-calculator-tile,,,,,,,,,"{""calories_kcal"": null, ""protein_g"": null, ""fat_g"": null, ""saturated_fat_g"": null, ""trans_fat_g"": null, ""carb_g"": null, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/meal/chicken-mcnuggets-sharing-box-6-pieces.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T17:51:04.454683+00:00
肉桂捲,McCafé®,https://s7d1.scene7.com/is/image/mcdonalds/cinnamon-swirl_832x822:nutrition-calculator-tile,,350.0,5.5,19.0,13.0,0.2,41.0,,"{""calories_kcal"": 350.0, ""protein_g"": 5.5, ""fat_g"": 19.0, ""saturated_fat_g"": 13.0, ""trans_fat_g"": 0.2, ""carb_g"": 41.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/cinnamon-swirl.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T17:51:04.454706+00:00
四盎司牛肉堡,超值全餐,https://s7d1.scene7.com/is/image/mcdonalds/832x822_四盎司牛肉堡-1:nutrition-calculator-tile,,541.29,32.0,28.0,15.0,0.7,40.0,,"{""calories_kcal"": 541.29, ""protein_g"": 32.0, ""fat_g"": 28.0, ""saturated_fat_g"": 15.0, ""trans_fat_g"": 0.7, ""carb_g"": 40.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/classic-angus-beef-burger.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T17:51:04.454721+00:00
可口可樂,飲料,https://s7d1.scene7.com/is/image/mcdonalds/可口可樂_832x822_1029:nutrition-calculator-tile,,157.94,0.0,0.0,0.0,0.0,39.0,,"{""calories_kcal"": 157.94, ""protein_g"": 0.0, ""fat_g"": 0.0, ""saturated_fat_g"": 0.0, ""trans_fat_g"": 0.0, ""carb_g"": 39.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/coke.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T17:51:04.454733+00:00
可口可樂zero,飲料,https://s7d1.scene7.com/is/image/mcdonalds/planp零卡可樂_832x822n:nutrition-calculator-tile,,0.0,0.0,0.0,0.0,0.0,0.0,,"{""calories_kcal"": 0.0, ""protein_g"": 0.0, ""fat_g"": 0.0, ""saturated_fat_g"": 0.0, ""trans_fat_g"": 0.0, ""carb_g"": 0.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/coke-zero.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T17:51:04.454746+00:00
玉米杯,點心,https://s7d1.scene7.com/is/image/mcdonalds/planp玉米杯_832x822:nutrition-calculator-tile,,93.09,3.0,1.2,0.3,0.0,18.0,,"{""calories_kcal"": 93.09, ""protein_g"": 3.0, ""fat_g"": 1.2, ""saturated_fat_g"": 0.3, ""trans_fat_g"": 0.0, ""carb_g"": 18.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/corn-cup.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T17:51:04.454759+00:00
玉米湯,點心,https://s7d1.scene7.com/is/image/mcdonalds/corn-soup-small_832x822:nutrition-calculator-tile,,93.0,1.9,2.1,1.2,0.0,17.0,,"{""calories_kcal"": 93.0, ""protein_g"": 1.9, ""fat_g"": 2.1, ""saturated_fat_g"": 1.2, ""trans_fat_g"": 0.0, ""carb_g"": 17.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/corn-soup-small.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T17:51:04.454772+00:00
原味可頌,McCafé®,https://s7d1.scene7.com/is/image/mcdonalds/croissant_832x822:nutrition-calculator-tile,,255.99,4.8,13.0,9.0,0.0,30.0,,"{""calories_kcal"": 255.99, ""protein_g"": 4.8, ""fat_g"": 13.0, ""saturated_fat_g"": 9.0, ""trans_fat_g"": 0.0, ""carb_g"": 30.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/croissant.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T17:51:04.454784+00:00
巧克力榛果可頌,McCafé®,https://s7d1.scene7.com/is/image/mcdonalds/croissant-chocolate_832x822:nutrition-calculator-tile,,264.12,4.3,14.0,7.4,0.0,31.0,,"{""calories_kcal"": 264.12, ""protein_g"": 4.3, ""fat_g"": 14.0, ""saturated_fat_g"": 7.4, ""trans_fat_g"": 0.0, ""carb_g"": 31.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/croissant-chocolate.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T17:51:04.454797+00:00
雙層牛肉吉事堡,超值全餐,https://s7d1.scene7.com/is/image/mcdonalds/double-cheese-burger_832x822:nutrition-calculator-tile,,475.0,26.0,26.0,14.0,0.9,35.0,,"{""calories_kcal"": 475.0, ""protein_g"": 26.0, ""fat_g"": 26.0, ""saturated_fat_g"": 14.0, ""trans_fat_g"": 0.9, ""carb_g"": 35.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/double-cheese-burger.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T17:51:04.454809+00:00
雙層四盎司牛肉堡,超值全餐,https://s7d1.scene7.com/is/image/mcdonalds/832x822_雙層四盎司牛肉堡-1:nutrition-calculator-tile,,779.94,52.0,46.0,24.0,1.1,40.0,,"{""calories_kcal"": 779.94, ""protein_g"": 52.0, ""fat_g"": 46.0, ""saturated_fat_g"": 24.0, ""trans_fat_g"": 1.1, ""carb_g"": 40.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/double-classic-angus-beef-burger.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T17:51:04.454821+00:00
雙層麥香鷄,超值全餐,https://s7d1.scene7.com/is/image/mcdonalds/雙層麥香鷄:nutrition-calculator-tile,,528.62,22.0,25.0,5.7,0.0,54.0,,"{""calories_kcal"": 528.62, ""protein_g"": 22.0, ""fat_g"": 25.0, ""saturated_fat_g"": 5.7, ""trans_fat_g"": 0.0, ""carb_g"": 54.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/double-mcchicken.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T17:51:04.454833+00:00
雙倍OREO冰炫風,點心,https://s7d1.scene7.com/is/image/mcdonalds/1220doubleoreo832822-0321:nutrition-calculator-tile,,381.72,6.1,13.0,6.7,0.0,60.0,,"{""calories_kcal"": 381.72, ""protein_g"": 6.1, ""fat_g"": 13.0, ""saturated_fat_g"": 6.7, ""trans_fat_g"": 0.0, ""carb_g"": 60.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/double-oreo-mcflurry.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T17:51:04.454846+00:00
吉事蛋堡,早餐,https://s7d1.scene7.com/is/image/mcdonalds/egg-burger_832x822:nutrition-calculator-tile,,281.34,12.0,12.0,3.6,0.1,30.0,,"{""calories_kcal"": 281.34, ""protein_g"": 12.0, ""fat_g"": 12.0, ""saturated_fat_g"": 3.6, ""trans_fat_g"": 0.1, ""carb_g"": 30.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/egg-burger.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T17:51:04.454858+00:00
火腿蛋堡,早餐,https://s7d1.scene7.com/is/image/mcdonalds/egg-burger-with-canadian-bacon_832x822:nutrition-calculator-tile,,302.43,15.0,13.0,3.8,0.1,31.0,,"{""calories_kcal"": 302.43, ""protein_g"": 15.0, ""fat_g"": 13.0, ""saturated_fat_g"": 3.8, ""trans_fat_g"": 0.1, ""carb_g"": 31.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/egg-burger-with-canadian-bacon.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T17:51:04.454870+00:00
豬肉蛋堡,早餐,https://s7d1.scene7.com/is/image/mcdonalds/egg-burger-with-sausage_832x822:nutrition-calculator-tile,,410.26,21.0,23.0,7.5,0.1,31.0,,"{""calories_kcal"": 410.26, ""protein_g"": 21.0, ""fat_g"": 23.0, ""saturated_fat_g"": 7.5, ""trans_fat_g"": 0.1, ""carb_g"": 31.0, ""sodium_mg"": null, ""source"": ""mcdonalds_nutrition_calculator""}",https://www.mcdonalds.com/tw/zh-tw/product/egg-burger-with-sausage.html,https://www.mcdonalds.com/tw/zh-tw/full-menu.html,2026-04-04T17:51:04.454883+00:00
